year,date,raceId,mean_pit_ms,n_pit,n_missing
2023,2023-07-09,1108,28639.333333333332,3,0
2023,2023-07-23,1109,23327.25,4,0
2023,2023-07-30,1110,23225,3,0
2023,2023-08-27,1111,368965,7,0
2023,2023-09-03,1112,24557,2,0
2023,2023-09-17,1113,31193.5,2,0
2023,2023-09-24,1114,23143,4,0
2023,2023-10-08,1115,27871.333333333332,3,0
2023,2023-10-22,1116,23768,3,0
2023,2023-10-29,1117,617564.75,4,0
2023,2023-11-05,1118,370998.75,4,0
2023,2023-11-19,1119,22150,3,0
2023,2023-11-26,1120,21489.5,4,0
2024,2024-03-02,1121,24136.25,4,0
2024,2024-03-09,1122,22938,2,0
2024,2024-03-24,1123,17514,4,0
2024,2024-04-07,1124,646688.4,5,0
2024,2024-04-21,1125,22494.5,2,0
2024,2024-05-05,1126,22315,2,0
2024,2024-05-19,1127,30328.5,2,0
2024,2024-05-26,1128,2342549,2,0
2024,2024-06-09,1129,29519.4,5,0
2024,2024-06-23,1130,22081.75,4,0
2024,2024-06-30,1131,23209.5,6,0
2024,2024-07-07,1132,28980.333333333332,6,0
2024,2024-07-21,1133,21677.75,4,0
2024,2024-07-28,1134,23110.25,4,0
2024,2024-08-25,1135,20840.5,2,0
2024,2024-09-01,1136,24432,2,0
2024,2024-09-15,1137,21077,2,0
2024,2024-09-22,1138,29213.5,2,0
2024,2024-10-20,1139,23890,2,0
2024,2024-10-27,1140,22599.666666666668,3,0
2024,2024-11-03,1141,723853,4,0
2024,2024-11-23,1142,21210.25,4,0
2024,2024-12-01,1143,29398.833333333332,6,0
2024,2024-12-08,1144,21574.5,2,0
